bnum	eg	name	description	0.11/0.11_rel_mrna	0.21/0.11_rel_mrna	0.31/0.11_rel_mrna	0.4/0.11_rel_mrna	0.48/0.11_rel_mrna	0.11/0.11_rel_prot	0.21/0.11_rel_prot	0.25/0.11_rel_prot	0.31/0.11_rel_prot	0.4/0.11_rel_prot	0.48/0.11_rel_prot	0.11_abs_mrna	0.21_abs_mrna	0.31_abs_mrna	0.4_abs_mrna	0.48_abs_mrna	0.11_abs_prot	0.21_abs_prot	0.31_abs_prot	0.4_abs_prot	0.48_abs_prot
b2350	eg14131	gtra		1	0.697371833	1.624504793	1.945309895	1.945309895									1.23E+12	1.63E+12	2.11E+12					
b0606	eg11385	ahpf	ahpf alkyl hydroperoxide reductase, subunit f	1	0.979420298	1.180992661	1.132883885	1.148698355	1	1.108470526	1.365225402	1.304675521	1.304244599	1.267489504	1.86E+11	3.50E+11	4.52E+11	4.56E+11	5.85E+11	3.16E+15	3.72E+15	4.29E+15	3.94E+15	3.92E+15
b2420	eg14160	yfes		1		1.569168196	1.681792831	1.693490625																
b1205	eg11533	ychh		1	1.918528239	0.371130893	0.277392368	0.473028823							3.68E+12	1.45E+13	2.21E+12		3.68E+12					
b1957	eg14307	yodc		1	0.757858283	0.594603558	0.550952558	0.444421341							3.17E+12	3.11E+12	3.58E+12	4.04E+12	4.21E+12					
b2524	eg12311	iscx		1	1.670175839	1.248330549	1.505246747	1.453972517							1.94E+12	4.39E+12	5.25E+12	6.05E+12	9.01E+12			1.34E+16		
b0708	eg10736	phr		1	1.180992661		0.888842681																	
b2427	eg14161	murr		1	1.094293701	0.846745312	0.901250463	0.888842681														5.86E+14	3.16E+14	4.37E+14
b2487	eg14215	hyfg																						
b3065	eg10920	rpsu	rpsu 30s ribosomal subunit protein s21	1	0.287174589	1.265756594	1.292352831	1.156688184	1	1.109010057	1.103844351	1.41072702	1.657263782	1.824491641	6.10E+12	2.34E+12	1.40E+13	1.82E+13	2.29E+13	4.26E+16	4.12E+16	4.02E+16	3.54E+16	3.69E+16
b3196	eg12802	yrbg		1	0.858565436	0.858565436	0.91383145	0.972654947																
b4291	eg10286	feca	feca outer membrane ferric citrate receptor	1	1																3.94E+14		7.94E+14	1.34E+15
b1264	eg11028	trpe	trpe anthranilate synthase component i	1	0.678302164	1.310393404	1.705269784	2.188587403	1	1.165653897	1.284646443	1.261553427	1.698505042	2.248404696	1.78E+11		4.39E+11	7.05E+11	1.05E+12	1.60E+15	2.47E+15	3.18E+15	2.60E+15	3.56E+15
b3492	eg12229	yhin	yhin function unknown	1		1.283425898	1.366040257	1.265756594	1		1.039743074	1.164969421	1.105978624	1.368257705						1.98E+15	7.55E+14	2.07E+15	1.30E+15	1.31E+15
b2046	eg13576	wzxc																						
b3423	eg10400	glpr	glpr repressor of glp regulon, induced by glycerol phophate	1	0.624165274	1.057018041	1.042465761	1.222640278	1	0.902797604	0.903866956	0.917380981	0.964452995	1.195610513						9.94E+14	3.72E+14	1.57E+15	1.28E+15	6.15E+14
b4527	eg12157	ydaf																						
b2383	eg14151	frya		1	0.790041312	0.607097442	0.590496331	0.721964598																
b3923	eg11877	uspd	uspd stress-induced protein	1	0.920187651	1.164733586	1.205807828	1.094293701	1	0.769144488	0.722468186	0.861922682	0.868004022	0.897433268			1.04E+12	1.14E+12		6.81E+15	2.96E+15	4.00E+15	6.62E+15	3.72E+15
b4220	eg12513	ytfm	ytfm outer membrane protein, function unknown	1	0.979420298	0.972654947	1.057018041	1.156688184	1	0.919783786	0.990445879	1.083726638	1.103744055	1.417000084						8.35E+14	3.36E+14	3.48E+14	3.39E+14	6.70E+14
b0180	eg11284	fabz	fabz 3r-hydroxymyristoyl acyl carrier protein (acp) dehydratase	1	1	1.148698355	1.156688184	1.292352831	1	1.378639202	1.875763477	1.690367922	2.017924657	2.397227458	1.63E+12	2.28E+12	3.87E+12	4.27E+12	6.34E+12	3.05E+15	7.06E+15	6.25E+15	6.60E+15	5.98E+15
b3984	eg10864	rpla	rpla 50s ribosomal subunit protein l1	1	0.895025071	1.433955248	1.613283518	2.602683711	1	1.04067656	1.138037483	1.38526082	1.517268943	1.87841807	2.98E+12	5.28E+12	7.83E+12	1.09E+13	1.70E+13	2.48E+16	3.19E+16	3.05E+16	2.26E+16	2.05E+16
b2542	eg13460	hcad		1			0.835087919	0.757858283																
b1673	eg13956	ydhv																						
b4547	eg14399	ypfn		1	1.079228237		0.678302164																	
b0668	eg30030	glnw																						
b4152	eg10332	frdc	frdc fumarate reductase membrane anchor polypeptide	1	1.347233577	0.852634892	0.712025098	0.574349177	1	0.99222246	0	0.822987195								4.89E+15	2.85E+15	1.28E+15	2.45E+15	3.65E+15
b1345	eg13358	intr																						
b3697	eg11195	yida	yida erythrose 4-p and mannose 1-p phosphatase	1	0.888842681	1.474269217	1.624504793	1.602139755	1	1.264715574	1.696819437	2.072710561	2.036528556	2.693172055			7.17E+11	8.96E+11	1.12E+12	3.50E+15	4.68E+15	8.08E+15	4.42E+15	5.38E+15
b4400	eg10145	cred		1	0.784584098	0.768437591	0.757858283	0.752623374																
b0868	eg13688	ybjs	ybjs function unknown	1	0.673616788	0.888842681	0.852634892		1	0.999322981			0.925074162	0.92880937						5.68E+14				
b2635	eg14379	ypjk																						
b2232	eg11143	ubig	ubig sam:omhmb methyltransferase	1	0.683020128	1.283425898	1.265756594	1.394743666	1	1.212060345	1.347519509	1.376259792	1.484606141	1.606533682	3.79E+11		9.68E+11	1.23E+12	1.68E+12	2.44E+15	3.61E+15	7.34E+15	4.45E+15	3.84E+15
b3031	eg12186	yqia		1	1.132883885	1.028113827	0.952637998	0.858565436							7.65E+11	1.31E+12	1.12E+12	1.44E+12	1.56E+12					
b3854	eg30077	rrla		1	3.837056477	1.635804117																		
b4307	eg12559	yjhq																						
b2485	eg14213	hyfe																						
b0754	eg10079	arog	arog 3-deoxy-d-arabino-heptulosonate-7-phosphate (dahp) synthase	1	1.753211443	2.620786808	3.052518418	4.789914818	1	1.511544628	1.848866287	1.985648397	2.764947492	4.024357287						9.71E+15	1.30E+16	1.27E+16	8.19E+15	8.87E+15
b2633	eg13203	yfjq		1		0.258816231	0.351111219	0.297301779																
b3495	eg11390	uspa	uspa global regulatory gene for stress response	1	0.712025098	0.747424624	0.632878297	0.408951029	1	0.974661783	0.950008509	0.712335124	0.592410217	0.573153149	1.05E+13	4.90E+12	1.31E+13	1.78E+13	1.67E+13	1.09E+16	1.21E+16	1.27E+15	7.52E+15	5.39E+15
b1944	eg10322	flil	flil affects rotational direction of flagella during chemotaxis	1	1.021012126	1.222640278	1.164733586	0.632878297							7.09E+11	1.30E+12	1.63E+12	1.68E+12				2.17E+15		
b4106	eg10713	phnc																						
b4357	eg12589	yjjm		1	1.753211443	0.876605721	0.692554734																	
b2968	eg12988	yghd																						
b4471	eg12756	tdcg		1		0.574349177																		
b3179	eg11507	rlme	rlme 23s rrna u2552 ribose 2'-o-methyltransferase, sam-dependent	1	1.443929196	0.920187651	0.920187651	0.91383145	1	0.94070056	1.286542812	1.196035106	1.217684593	1.217133364	1.40E+12	2.61E+12	2.54E+12	3.01E+12	3.88E+12	1.69E+15		8.63E+14	1.95E+15	1.92E+15
b4217	eg12511	ytfk		1	0.817902059	0.392292049	0.334481889	0.373712312							1.11E+12									
b3882	eg11847	yihu																						
b0920	eg12166	ycbc		1	0.920187651	1.079228237	0.952637998	1																1.95E+14
b2381	eg14149	ypdb	ypdb putative response regulator, function unknown	1	1.057018041	1.057018041	1.101905116	0.817902059	1	0.820908655	0.651212844	0.854197788	0.801193068	0.874388584						2.51E+15		2.62E+14	2.58E+15	1.01E+15
b1866	eg10097	asps	asps aspartate--trna ligase	1	0.959264119	1.094293701	1.197478705	1.484523571	1	0.978189036	1.055212453	1.163042294	1.177170309	1.14089003	3.18E+11	4.58E+11	7.39E+11	9.43E+11	1.76E+12	7.71E+15	9.14E+15	7.02E+15	5.62E+15	6.40E+15
b3351	eg12902	kefg		1	1.125058485	0.920187651	0.952637998	0.933032992												6.86E+14				
b4266	eg12540	idno	idno 5-keto-d-gluconate 5-reductase	1	0.972654947	0.624165274	0.47963206	0.392292049	1	1.144334588	0.697561954	0.555247514	0.635779136							2.44E+15	1.12E+15	1.05E+15	2.94E+15	8.16E+14
b3991	eg11589	thig	thig thiazole synthase	1	1.433955248	1.310393404	1.328685814	1.647182035	1	1.865067489	3.34052819	3.171496103	2.889263856	3.370215066	9.33E+11	1.56E+12	2.68E+12	3.11E+12	4.58E+12	8.08E+15	4.19E+15	8.64E+15	5.52E+15	5.12E+15
b3024	eg13025	ygiw	ygiw secreted protein, function unknown	1	1.064370182	1.042465761	0.91383145	0.876605721	1	0.671186758	0.550174914	0.682779458	0.534749543	0.440629999	7.15E+11	1.02E+12	1.62E+12	1.48E+12	2.07E+12	2.61E+15	5.19E+15	3.09E+15	5.60E+15	4.85E+15
b3154	eg12785	yhbp																						
b1309	eg13910	ycjm		1	1.028113827	0.763129604	0.835087919	0.864537231																
b4360	eg11214	yjja		1	0.646176415	1.042465761	1.109569472	1.021012126							5.52E+11			1.18E+12	1.48E+12					
b0808	eg13320	ybio																					8.09E+13	
b2983	eg13001	yghq		1		0.91383145	0.829319546																	
b3580	eg12284	lyxk		1		0.360982299																		
b0185	eg11647	acca	acca acetyl-coa carboxylase, carboxyltransferase alpha subunit	1	0.737134609	1.064370182	1.071773463	1.156688184	1	1.016531035	1.001444289	0.905443489	0.907673799	1.02055688	6.77E+11	6.77E+11	1.55E+12	1.70E+12	2.33E+12	7.29E+15	7.02E+15	5.73E+15	4.01E+15	3.62E+15
b3439	eg12943	yhhw	yhhw quercetinase activity, in vitro	1	0.952637998	0.801069878	0.752623374	0.659753955	1	0.680113972	0.600259058	0.45297627	0.510160218	0.424643281						1.56E+15	7.39E+14	1.12E+15	8.66E+14	7.58E+14
b1856	eg10013	yeba		1	0.91383145	0.683020128	0.61985385	0.535886731																
b2396	eg30012	alax																						
b0973	eg10469	hyab																						
b4437	eg31152	sibb		1	0.939522749	0.611320139	0.668963777	0.543367431																
b1540	eg13820	ydfh	ydfh function unknown	1	0.972654947	1.172834949	1.205807828	1.283425898							3.40E+11									6.96E+14
b2467	eg12410	nudk	nudk gdp-mannose pyrophosphatase	1	2.070529848	1.8276629	1.879045498	2.114036081	1	1.246504086	0	1.713453017								1.63E+15	2.65E+15			
b3265	eg10266	acre																						
b0024	eg14386	yaay		1	1.356604327	1.265756594	1.366040257	1.375541818																
b3421	eg12939	rtcb		1		1.028113827	1.064370182	1.049716684																
b4487	eg14407	yjdp		1	0.784584098	0.692554734	0.668963777	0.543367431							9.31E+11			1.68E+12						
b0459	eg14239	maa	maa maltose o-acetyltransferase	1	0.539614118	0.979420298			1	1.157306867	1.11966812		0.631604737							1.54E+15				
b3459	eg12211	yhhk	yhhk function unknown	1	0.882702996	0.840896415	0.840896415	0.823591017	1	0.990722755	0.986017811	1.08590623	1.148021863	1.266682641						2.43E+15	4.36E+15	5.06E+15	3.45E+15	3.72E+15
b4064	eg11939	yjcd	yjcd putative purine permease, function unknown	1	0.586417475	1.366040257	1.404444876	1.918528239	1	1.68830014	0	1.911743881	1.902029227	2.211637564						4.84E+15	5.24E+15	5.67E+15	3.45E+15	4.81E+15
b0386	eg10769	proc	proc pyrroline-5-carboxylate reductase, proline biosynthesis	1	0.486327474	0.920187651	0.91383145	0.812252396	1	0.790554312	0.654144038	0.614041887	0.598204229	0.57182129	5.46E+11		9.34E+11	1.03E+12	1.22E+12	4.70E+15	1.02E+16	6.60E+15	6.92E+15	4.89E+15
b1777	eg13489	yeac		1	1.109569472	0.790041312	0.678302164	0.489710149							3.26E+12	9.78E+12	4.89E+12	4.28E+12	3.61E+12					
b3618	eg11188	yibb	yibb conserved protein, function unknown	1		2.203810232	2.602683711	2.948538435																
b3041	eg10465	ribb	ribb 3,4-dihydroxy-2-butanone 4-phosphate synthase	1	0.840896415	0.888842681	0.882702996	0.901250463	1	1.22251426	1.568620919	1.573662335	1.665483929	1.749333892	4.84E+11	5.97E+11	8.47E+11	9.73E+11	1.31E+12	4.88E+15	3.21E+15	8.16E+15	1.71E+15	5.83E+15
b0104	eg10422	guac	guac gmp reductase	1	0.806641759	2.265767771	2.602683711		1	1.357276517	1.83370097	2.39394635	2.806546835	2.935140549	2.24E+11		6.01E+11	7.67E+11		3.67E+15	2.09E+15	5.00E+15	2.45E+15	1.45E+15
b2754	eg12845	ygbf		1				0.763129604																
b0119	eg12605	yacl	yacl function unknown	1	1.613283518	0.835087919	0.790041312	0.939522749	1		0.852484687	1.046983647	1.220025892		1.06E+12	2.23E+12	1.69E+12	1.98E+12	3.31E+12	3.67E+15	5.23E+15	1.95E+15	1.39E+15	3.74E+15
b2457	eg14187	eutm		1	1.086734863	0.687770909	0.611320139		1	1.375863212	0.787321942	0.858562216								1.47E+16	1.32E+16	1.62E+16	3.79E+15	9.24E+15
b3055	eg12434	ygim	ygim sh3 domain protein, function unknown	1	0.40332088	0.423372656	0.397768242	0.366021424	1	0.738511346	0.520867731	0.397757648	0.311779422	0.359743331	6.73E+11					3.74E+15	5.81E+15	5.31E+15	3.64E+15	6.08E+15
b0634	eg10607	mrdb		1	1.094293701	0.926588062	0.959264119	1.042465761													1.01E+15			
b2738	eg13106	ygbl		1	0.993092495	0.888842681	0.876605721	0.952637998																
b0986	eg13731	gfcb																						
b1512	eg13805	lsrr	lsrr lsracdbfge operon regulator for autoinducer-2 (ai-2) uptake	1		0.376311687	0.305660069		1	0.994447483	0	0.427608969		0.151273711						8.91E+14	1.41E+15	7.13E+14	1.45E+15	4.25E+14
b3622	eg11424	rfal		1	1.536875181	2.042024251	2.549121255	3.758090997											6.49E+11					
b2091	eg12417	gatd	gatd galactitol-1-phosphate dehydrogenase	1	1.172834949	0.325335464	0.200267469	0.033492921							4.98E+12	5.06E+12	2.89E+12	2.94E+12		1.03E+16	5.78E+15	6.25E+15	2.42E+15	1.92E+15
b2146	eg14074	yeit		1	1.301341855	1.117287138	0.946057647																	
b0603	eg13534	ybdo																						
b0966	eg13724	hspq		1	0.678302164	0.447512535	0.408951029	0.305660069							2.86E+12	2.53E+12	2.60E+12	2.58E+12	2.44E+12		4.26E+15	4.32E+15	4.88E+15	1.22E+15
b2028	eg13407	ugd		1	1.301341855															4.86E+14				
b3130	eg12761	yhav		1	0.972654947	0.806641759	0.784584098	0.77916458												9.16E+14				
b1861	eg10923	ruva	ruva holliday junction recognition factor, recruits ruvb	1	0.986232704	0.965936329	1.057018041	0.986232704	1		0	1.038339861			3.94E+11		8.27E+11	1.00E+12		1.99E+15	1.08E+15	6.17E+14	2.03E+15	1.53E+15
b3540	eg12628	dppf	dppf dipeptide/heme transport, atp-binding protein	1	1.853176124	1.366040257	1.337927555	1.049716684	1	1.193943227	1.545046958	1.442396643	1.34716366	1.259216558	5.96E+11	1.38E+12	1.67E+12	1.97E+12	1.84E+12	2.03E+15	3.31E+15	1.48E+15	1.70E+15	1.91E+15
b1168	eg13888	ycgg																						
b3989	eg11429	yjaz		1				1.986184991																
b3983	eg10872	rplk	rplk 50s ribosomal subunit protein l11	1	0.742261785	1.301341855	1.624504793	2.29739671	1	1.084816293	1.181391519	1.32734517	1.584934831	1.836858152	5.35E+12	8.16E+12	1.54E+13	1.93E+13	2.77E+13	1.46E+16	1.43E+16	1.40E+16	1.01E+16	8.30E+15
b0439	eg10542	lon	lon dna-binding, atp-dependent protease la	1	1.328685814	1.356604327	1.515716567	1.494849249	1	0.972042269	1.013338082	1.106124142	1.186750049	1.135466803	2.01E+11	3.83E+11	6.14E+11	6.97E+11	8.37E+11	4.50E+15	4.20E+15	3.37E+15	4.25E+15	2.73E+15
b1042	eg11489	csga		1	0.09944206	0.022097087	0.015303442	0.010972226							1.74E+13	1.86E+12								
b0692	eg10753	pote																						
b2801	eg10352	fucp		1	1.071773463	0.566441943	0.486327474																9.59E+14	
b2921	eg12974	ygfi																						
b1040	eg13410	csgd	csgd transcriptional activator for csgba and other genes	1	0.141610486	0.226879789	0.181746565	0.092782723							1.82E+12		8.29E+11			6.27E+14	7.03E+14			6.99E+14
b0738	eg11011	tolr	tolr colicin import	1	1.222640278	1.109569472	1.222640278	1.474269217	1	1.146036233	1.083449743	1.218855899	1.204056669	1.462431773	5.65E+11		1.24E+12	1.47E+12	2.25E+12		2.07E+15	2.10E+15		
b2810	eg13082	csda	csda cysteine desulfurase, stimulated by csde	1	0.907519155	1.021012126	1.028113827	1.109569472																
b1217	eg12402	chab	chab accessory and regulatory protein for chaa	1	1.101905116	0.876605721	0.901250463	0.907519155	1	0.219795692	0.448967813	0.330696203	0.350799519	0.398842709							2.21E+15	4.11E+15	3.66E+15	6.51E+15
b1335	eg10668	ogt		1	0.773782497	0.920187651	0.926588062	0.852634892	1					0.891513705						1.04E+15				7.63E+14
b3846	eg10279	fadb	fadb multifunctional fatty acid oxidation complex fadab	1	1.366040257	0.547146851	0.281264621	0.074842419	1	0.999189646	0.810602967	0.59872316	0.237695405	0.091365642	3.19E+11	6.72E+11	3.63E+11			3.12E+15	4.45E+15	3.78E+15	3.19E+15	1.82E+15
b4566	eg14430	yjhx		1	1.366040257		1.222640278																	
b2188	eg12049	yejm	yejm predicted hydrolase/phosphatase, function unknown	1	0.959264119	1.049716684	0.959264119	0.864537231	1	0.937276047				0.669388731										
b1128	eg11430	ycfd	ycfd function unknown	1	0.683020128	0.858565436	0.801069878	0.757858283	1	0.873609522	0.845838161	0.842327324	0.822396433	0.848655258	2.72E+11		4.55E+11			6.40E+14	2.35E+15	1.15E+15	1.35E+15	2.18E+15
b4305	eg12557	sgcx	sgcx peptidase homolog, function unknown						1	1.72597644	1.766247875	0.759974262								1.98E+15	4.79E+14	1.64E+15		
b3755	eg11733	yiep	yiep function unknown, gntr-type transcriptional regulator	1	1.443929196	1.356604327	1.547564994	1.658639092	1	0.867110739	0.868605847	1.509743425	1.327197093	2.395061859										
b4047	eg11930	yjbl																						
b3215	eg11515	yhca																						
b3387	eg10204	dam	dam dna-(adenine-n6)-methyltransferase, methylates gatc	1	2.042024251	1.635804117	1.705269784	2.188587403	1	0.811825804	0	0.917837375	1.012797872	0.994022504					8.26E+11	1.42E+14			5.00E+14	2.67E+14
b1872	eg13276	torz		1	1.117287138	0.870550563																		
b1897	eg11752	otsb	otsb trehalose phosphate phosphatase	1	0.668963777	0.47963206	0.426317446	0.450625231	1	0.8415648	0.948900316	0.748708422		0.301881131	8.63E+11	7.66E+11	9.04E+11	9.42E+11	1.27E+12	1.88E+15	1.56E+15	6.41E+14	9.04E+14	
b1138	eg13449	ymfe		1		3.271608234	3.506422885																	
b4111	eg11612	prop	prop proline/betaine permease, minor						1				5.957575437	9.116426258						1.29E+15	1.04E+15	7.80E+14		6.17E+14
b2588	eg30075	rrfg																						
b0159	eg11090	mtn	mtn 5'-methylthioadenosine nucleosidase	1	1.01395948	1.328685814	1.356604327	1.394743666	1	1.094532002	1.199086962	1.231534275	1.305204164	1.584461618			6.10E+11			7.90E+15	1.06E+16	7.84E+15	3.50E+15	6.19E+15
b1675	eg13960	ydhz	ydhz function unknown	1	1.274560627	1.079228237	1.101905116	1.231144413	1	0.807347102	0.837780683	0.673295792	0.988637388	1.166120144						3.26E+15		6.18E+15		
b4460	eg10059	arah		1	1.049716684	0.659753955	0.615572207	0.574349177																
b2332	eg14118	yfco		1	0.757858283	0.77916458	0.721964598	0.52850902																
b0736	eg11110	ybgc	ybgc acyl-coa thioesterase, involved in phospholipid metabolism	1	0.570381858	1.117287138			1	1.027577262	1.102147164	1.033071094	0.989966306	1.151300231	7.70E+11		1.42E+12			5.76E+14	2.89E+15	1.56E+15	5.51E+14	1.90E+15
b0112	eg10084	arop	arop general aromatic amino acid transport	1	1.394743666	1.328685814	1.248330549	1.283425898	1	1.244320772	0	1.489001618	1.350182404	1.218661958	4.60E+11	1.02E+12	1.03E+12	1.11E+12	1.34E+12	4.47E+15	8.41E+15	5.64E+15	3.11E+15	7.66E+15
b0090	eg10623	murg	murg n-acetylglucosaminyl transferase	1			0.920187651	1.231144413	1	1.040074352	1.013650856	1.028750856	1.063287155	1.079612079						9.72E+14	1.77E+15	4.35E+14	2.73E+15	1.66E+15
b1646	eg13419	sodc		1	0.901250463	0.628506687	0.598739352	0.426317446	1	0.548878406	0.508493616	0.457755662	0.408419377	0.386180871	1.82E+12	2.09E+12	2.28E+12	2.47E+12	2.32E+12	1.71E+15	3.34E+15	3.09E+15	3.03E+15	7.96E+14
b4202	eg10917	rpsr	rpsr 30s ribosomal subunit protein s18	1	1	1.613283518	1.853176124	2.281527432	1	1.055934621	1.069180523	1.360666524	1.604272166	1.569379392	6.47E+12	1.81E+13	1.25E+13	1.73E+13	2.64E+13	4.84E+16	3.69E+16	2.73E+16	4.79E+16	2.94E+16
b2540	eg13458	hcac		1	0.876605721	0.687770909	0.678302164	0.61985385																
b1882	eg10150	chey	chey response regulator for chemotactic signal transduction	1	2.848100391	1.905275996	1.892115293	1.526259209							1.07E+12	4.60E+12	4.44E+12	4.71E+12	4.56E+12	3.24E+15	3.52E+15	7.36E+15	7.19E+15	7.15E+15
b3660	eg11688	yicl		1		1.109569472	1.274560627	1.424050196																
b1549	eg13827	ydfo																						
b4071	eg11945	nrfb																						
b4039	eg11369	ubic	ubic chorismate lyase	1	1.180992661	0.641712949	0.624165274	0.646176415	1	0.983482635	0.980018987	0.818550249	0.587918337	0.602959604	9.44E+11	1.52E+12				1.60E+15	2.08E+15	2.07E+15	1.41E+15	1.03E+15
b3088	eg12731	alx																						
b3845	eg10278	fada	fada thiolase of fatty acid oxidation complex fadab	1	1.2397077	0.574349177	0.318640157	0.114228931	1	0.947806091	0.767751522	0.560103564	0.228381309	0.089316386	4.49E+11	8.06E+11	5.40E+11			3.76E+15	5.44E+15	2.53E+15	3.28E+15	2.14E+15
b2620	eg11782	smpb	smpb tmrna rna-binding protein	1	0.864537231	1.385109468	1.569168196	1.624504793	1	0.986621807	1.004589574	1.131458137	1.168220288	1.242576127	6.25E+11	1.04E+12	1.62E+12	2.18E+12	3.10E+12	1.25E+15	3.89E+15	3.99E+15	4.37E+15	4.98E+15
b1402	eg60027																							
b0478	eg12623	ybal	ybal potassium transporter homolog, function unknown	1	1.443929196	1.042465761	0.926588062	0.939522749	1	1.346087665			1.664564434		1.87E+11	3.48E+11	3.46E+11	4.17E+11	4.59E+11				2.82E+14	
b2669	eg11554	stpa	stpa rna chaperone and dna-binding protein						1	1.270326414	1.558561063	1.516477252	2.278272028	3.744235193						1.72E+16	1.95E+16	1.48E+16	1.62E+16	1.74E+16
